sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/403790,102.100.100/403790,3440,NRS,PHB20240130_100,-9999,,,,0.565,meth_3.3.3,-9999,-9999,1
102.100.100/403788,102.100.100/403788,3438,NRS,PHB20240130_25,-9999,,,,10.3,meth_3.3.3,-9999,-9999,1
102.100.100/403789,102.100.100/403789,3439,NRS,PHB20240130_50,-9999,,,,5.84,meth_3.3.3,-9999,-9999,1
102.100.100/403760,102.100.100/403760,3441,NRS,PHB20240229_0,-9999,,,,3.94,meth_3.3.3,-9999,-9999,1
102.100.100/403793,102.100.100/403793,3444,NRS,PHB20240229_100,-9999,,,,7.2,meth_3.3.3,-9999,-9999,1
102.100.100/403791,102.100.100/403791,3442,NRS,PHB20240229_25,-9999,,,,14.5,meth_3.3.3,-9999,-9999,1
102.100.100/403792,102.100.100/403792,3443,NRS,PHB20240229_50,-9999,,,,9.15,meth_3.3.3,-9999,-9999,1
102.100.100/403761,102.100.100/403761,3445,NRS,PHB20240407_0,-9999,,,,28.3,meth_3.3.3,-9999,-9999,1
102.100.100/403796,102.100.100/403796,3448,NRS,PHB20240407_100,-9999,,,,3.33,meth_3.3.3,-9999,-9999,1
102.100.100/403794,102.100.100/403794,3446,NRS,PHB20240407_25,-9999,,,,26.2,meth_3.3.3,-9999,-9999,1
102.100.100/403795,102.100.100/403795,3447,NRS,PHB20240407_50,-9999,,,,2.98,meth_3.3.3,-9999,-9999,1
102.100.100/404433,102.100.100/404433,3509,NRS,PHB20240516_0,-9999,,,,20.2,meth_3.3.3,-9999,-9999,1
102.100.100/404457,102.100.100/404457,3512,NRS,PHB20240516_100,-9999,,,,3.57,meth_3.3.3,-9999,-9999,1
102.100.100/404455,102.100.100/404455,3510,NRS,PHB20240516_25,-9999,,,,14.7,meth_3.3.3,-9999,-9999,1
102.100.100/404456,102.100.100/404456,3511,NRS,PHB20240516_50,-9999,,,,3.97,meth_3.3.3,-9999,-9999,1
102.100.100/404434,102.100.100/404434,3513,NRS,PHB20240625_0,-9999,,,,6.32,meth_3.3.3,-9999,-9999,1
102.100.100/404460,102.100.100/404460,3516,NRS,PHB20240625_100,-9999,,,,5.38,meth_3.3.3,-9999,-9999,1
102.100.100/404458,102.100.100/404458,3514,NRS,PHB20240625_25,-9999,,,,12,meth_3.3.3,-9999,-9999,1
102.100.100/404459,102.100.100/404459,3515,NRS,PHB20240625_50,-9999,,,,10.6,meth_3.3.3,-9999,-9999,1
102.100.100/405024,102.100.100/405024,3628,NRS,PHB20240823_0,-9999,,,,6.04,meth_3.3.3,-9999,-9999,1
102.100.100/405058,102.100.100/405058,3631,NRS,PHB20240823_100,-9999,,,,3.44,meth_3.3.3,-9999,-9999,1
102.100.100/405056,102.100.100/405056,3629,NRS,PHB20240823_25,-9999,,,,3.87,meth_3.3.3,-9999,-9999,1
102.100.100/405057,102.100.100/405057,3630,NRS,PHB20240823_50,-9999,,,,12.7,meth_3.3.3,-9999,-9999,1
102.100.100/405025,102.100.100/405025,3632,NRS,PHB20240911_0,-9999,,,,3.47,meth_3.3.3,-9999,-9999,1
102.100.100/405061,102.100.100/405061,3635,NRS,PHB20240911_100,-9999,,,,7.67,meth_3.3.3,-9999,-9999,1
102.100.100/405059,102.100.100/405059,3633,NRS,PHB20240911_25,-9999,,,,7.59,meth_3.3.3,-9999,-9999,1
102.100.100/405060,102.100.100/405060,3634,NRS,PHB20240911_50,-9999,,,,6.68,meth_3.3.3,-9999,-9999,1
102.100.100/405026,102.100.100/405026,3636,NRS,PHB20241016_0,-9999,,,,4.8,meth_3.3.3,-9999,-9999,1
102.100.100/405064,102.100.100/405064,3639,NRS,PHB20241016_100,-9999,,,,3.34,meth_3.3.3,-9999,-9999,1
102.100.100/405062,102.100.100/405062,3637,NRS,PHB20241016_25,-9999,,,,6.07,meth_3.3.3,-9999,-9999,1
102.100.100/405063,102.100.100/405063,3638,NRS,PHB20241016_50,-9999,,,,6.67,meth_3.3.3,-9999,-9999,1
102.100.100/405396,102.100.100/405396,3661,NRS,PHB20241106_0,-9999,,,,6.89,meth_3.3.3,-9999,-9999,1
102.100.100/405430,102.100.100/405430,3664,NRS,PHB20241106_100,-9999,,,,0.0237,meth_3.3.3,-9999,-9999,1
102.100.100/405428,102.100.100/405428,3662,NRS,PHB20241106_25,-9999,,,,6.62,meth_3.3.3,-9999,-9999,1
102.100.100/405429,102.100.100/405429,3663,NRS,PHB20241106_50,-9999,,,,2.94,meth_3.3.3,-9999,-9999,1
102.100.100/684920,102.100.100/684920,3782,NRS,PHB20250202_0,-9999,,,,14.1,meth_3.3.3,-9999,-9999,1
102.100.100/685001,102.100.100/685001,3785,NRS,PHB20250202_100,-9999,,,,3.83,meth_3.3.3,-9999,-9999,1
102.100.100/684992,102.100.100/684992,3783,NRS,PHB20250202_25,-9999,,,Sample mislabelled in lab as 102.100.100/984992; corrected to 102.100.100/684992 before sending to sequencing,14.8,meth_3.3.3,-9999,-9999,1
102.100.100/684997,102.100.100/684997,3784,NRS,PHB20250202_50,-9999,,,,3.01,meth_3.3.3,-9999,-9999,1
102.100.100/684924,102.100.100/684924,3786,NRS,PHB20250310_0,-9999,,,,0.0127,meth_3.3.3,-9999,-9999,1
102.100.100/685015,102.100.100/685015,3789,NRS,PHB20250310_100,-9999,,,,0.0126,meth_3.3.3,-9999,-9999,1
102.100.100/685005,102.100.100/685005,3787,NRS,PHB20250310_25,-9999,,,,0.00589,meth_3.3.3,-9999,-9999,1
102.100.100/685010,102.100.100/685010,3788,NRS,PHB20250310_50,-9999,,,,0.0126,meth_3.3.3,-9999,-9999,1
102.100.100/684928,102.100.100/684928,3800,NRS,PHB20250411_0,-9999,,,,6.17,meth_3.3.3,-9999,-9999,1
102.100.100/685028,102.100.100/685028,3803,NRS,PHB20250411_100,-9999,,,,2.76,meth_3.3.3,-9999,-9999,1
102.100.100/685019,102.100.100/685019,3801,NRS,PHB20250411_25,-9999,,,,4.82,meth_3.3.3,-9999,-9999,1
102.100.100/685024,102.100.100/685024,3802,NRS,PHB20250411_50,-9999,,,,3.55,meth_3.3.3,-9999,-9999,1
102.100.100/21922,102.100.100/21922,,NRS,ROT20150701_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21923,102.100.100/21923,,NRS,ROT20150701_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21924,102.100.100/21924,,NRS,ROT20150701_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21925,102.100.100/21925,,NRS,ROT20150701_30,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21926,102.100.100/21926,,NRS,ROT20150701_40,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21927,102.100.100/21927,,NRS,ROT20150701_47,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21934,102.100.100/21934,,NRS,ROT20150724_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21935,102.100.100/21935,,NRS,ROT20150724_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21936,102.100.100/21936,,NRS,ROT20150724_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21937,102.100.100/21937,,NRS,ROT20150724_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21938,102.100.100/21938,,NRS,ROT20150724_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21939,102.100.100/21939,,NRS,ROT20150724_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21946,102.100.100/21946,,NRS,ROT20150827_0,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21947,102.100.100/21947,,NRS,ROT20150827_10,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21948,102.100.100/21948,,NRS,ROT20150827_20,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21949,102.100.100/21949,,NRS,ROT20150827_30,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21950,102.100.100/21950,,NRS,ROT20150827_40,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21951,102.100.100/21951,,NRS,ROT20150827_47,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/21868,102.100.100/21868,,NRS,ROT20150924_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21869,102.100.100/21869,,NRS,ROT20150924_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21870,102.100.100/21870,,NRS,ROT20150924_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21871,102.100.100/21871,,NRS,ROT20150924_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21872,102.100.100/21872,,NRS,ROT20150924_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21873,102.100.100/21873,,NRS,ROT20150924_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21880,102.100.100/21880,,NRS,ROT20151022_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21881,102.100.100/21881,,NRS,ROT20151022_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21882,102.100.100/21882,,NRS,ROT20151022_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21883,102.100.100/21883,,NRS,ROT20151022_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21884,102.100.100/21884,,NRS,ROT20151022_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/21885,102.100.100/21885,,NRS,ROT20151022_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34169,102.100.100/34169,,NRS,ROT20151215_0,2,,,,18.59,meth_3.3.1,1.96,meth_3.3.1,1
102.100.100/34170,102.100.100/34170,,NRS,ROT20151215_10,2,,,,21.27,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/34171,102.100.100/34171,,NRS,ROT20151215_20,2,,,,20.51,meth_3.3.1,1.94,meth_3.3.1,1
102.100.100/34172,102.100.100/34172,,NRS,ROT20151215_30,2,,,,11.95,meth_3.3.1,2.02,meth_3.3.1,1
102.100.100/34173,102.100.100/34173,,NRS,ROT20151215_40,2,,,,11.52,meth_3.3.1,1.85,meth_3.3.1,1
102.100.100/34174,102.100.100/34174,,NRS,ROT20151215_47,2,,,,13.06,meth_3.3.1,1.96,meth_3.3.1,1
102.100.100/34187,102.100.100/34187,,NRS,ROT20160223_0,2,,,,14.7,meth_3.3.1,1.94,meth_3.3.1,1
102.100.100/34188,102.100.100/34188,,NRS,ROT20160223_10,2,,,,15.61,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/34189,102.100.100/34189,,NRS,ROT20160223_20,2,,,,15.36,meth_3.3.1,1.99,meth_3.3.1,1
102.100.100/34190,102.100.100/34190,,NRS,ROT20160223_30,2,,,,19.92,meth_3.3.1,1.97,meth_3.3.1,1
102.100.100/34191,102.100.100/34191,,NRS,ROT20160223_40,2,,,,17.06,meth_3.3.1,2.13,meth_3.3.1,1
102.100.100/34192,102.100.100/34192,,NRS,ROT20160223_46,2,,,,30.77,meth_3.3.1,2.62,meth_3.3.1,1
102.100.100/34175,102.100.100/34175,,NRS,ROT20160324_0,2,,,,7.364,meth_3.3.1,1.7,meth_3.3.1,1
102.100.100/34176,102.100.100/34176,,NRS,ROT20160324_10,2,,,,3.835,meth_3.3.1,1.35,meth_3.3.1,1
102.100.100/34177,102.100.100/34177,,NRS,ROT20160324_20,2,,,,10.38,meth_3.3.1,1.67,meth_3.3.1,1
102.100.100/34178,102.100.100/34178,,NRS,ROT20160324_30,2,,,,5.78,meth_3.3.1,1.48,meth_3.3.1,1
102.100.100/34179,102.100.100/34179,,NRS,ROT20160324_40,2,,,,14.45,meth_3.3.1,1.65,meth_3.3.1,1
102.100.100/34180,102.100.100/34180,,NRS,ROT20160324_47,2,,,,5.989,meth_3.3.1,1.34,meth_3.3.1,1
102.100.100/34163,102.100.100/34163,,NRS,ROT20160413_0,2,,,Sampling observations - salps,20.8,meth_3.3.1,1.81,meth_3.3.1,1
102.100.100/34164,102.100.100/34164,,NRS,ROT20160413_10,2,,,Sampling observations - salps,15.43,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/34165,102.100.100/34165,,NRS,ROT20160413_20,2,,,Sampling observations - salps,22.17,meth_3.3.1,1.88,meth_3.3.1,1
102.100.100/34166,102.100.100/34166,,NRS,ROT20160413_30,2,,,Sampling observations - salps,16.93,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/34167,102.100.100/34167,,NRS,ROT20160413_40,2,,,Sampling observations - salps,18.97,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/34168,102.100.100/34168,,NRS,ROT20160413_47,2,,,Sampling observations - salps,19.51,meth_3.3.1,1.69,meth_3.3.1,1
102.100.100/34181,102.100.100/34181,,NRS,ROT20160502_0,2,,,,12.03,meth_3.3.1,1.78,meth_3.3.1,1
102.100.100/34182,102.100.100/34182,,NRS,ROT20160502_10,2,,,,10.17,meth_3.3.1,1.94,meth_3.3.1,1
102.100.100/34183,102.100.100/34183,,NRS,ROT20160502_20,2,,,,9.957,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/34184,102.100.100/34184,,NRS,ROT20160502_30,2,,,,18.25,meth_3.3.1,1.86,meth_3.3.1,1
102.100.100/34185,102.100.100/34185,,NRS,ROT20160502_40,2,,,,3.078,meth_3.3.1,1.74,meth_3.3.1,1
102.100.100/34186,102.100.100/34186,,NRS,ROT20160502_46,2,,,,10.07,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/34710,102.100.100/34710,,NRS,ROT20160527_0,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34711,102.100.100/34711,,NRS,ROT20160527_10,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34712,102.100.100/34712,,NRS,ROT20160527_20,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34713,102.100.100/34713,,NRS,ROT20160527_30,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34714,102.100.100/34714,,NRS,ROT20160527_40,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34715,102.100.100/34715,,NRS,ROT20160527_47,2,,,Sampling observations - salps,-9999,-9999,-9999,-9999,1
102.100.100/34716,102.100.100/34716,,NRS,ROT20160621_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34717,102.100.100/34717,,NRS,ROT20160621_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34718,102.100.100/34718,,NRS,ROT20160621_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34719,102.100.100/34719,,NRS,ROT20160621_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34720,102.100.100/34720,,NRS,ROT20160621_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34721,102.100.100/34721,,NRS,ROT20160621_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34722,102.100.100/34722,,NRS,ROT20161004_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34723,102.100.100/34723,,NRS,ROT20161004_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34724,102.100.100/34724,,NRS,ROT20161004_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34725,102.100.100/34725,,NRS,ROT20161004_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34726,102.100.100/34726,,NRS,ROT20161004_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34727,102.100.100/34727,,NRS,ROT20161004_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34728,102.100.100/34728,,NRS,ROT20161024_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34729,102.100.100/34729,,NRS,ROT20161024_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34730,102.100.100/34730,,NRS,ROT20161024_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34731,102.100.100/34731,,NRS,ROT20161024_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34732,102.100.100/34732,,NRS,ROT20161024_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34733,102.100.100/34733,,NRS,ROT20161024_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34734,102.100.100/34734,,NRS,ROT20161114_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34735,102.100.100/34735,,NRS,ROT20161114_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34736,102.100.100/34736,,NRS,ROT20161114_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34737,102.100.100/34737,,NRS,ROT20161114_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34738,102.100.100/34738,,NRS,ROT20161114_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/34739,102.100.100/34739,,NRS,ROT20161114_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35508,102.100.100/35508,,NRS,ROT20161214_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35509,102.100.100/35509,,NRS,ROT20161214_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35510,102.100.100/35510,,NRS,ROT20161214_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35511,102.100.100/35511,,NRS,ROT20161214_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35512,102.100.100/35512,,NRS,ROT20161214_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35513,102.100.100/35513,,NRS,ROT20161214_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35514,102.100.100/35514,,NRS,ROT20170120_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35515,102.100.100/35515,,NRS,ROT20170120_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35516,102.100.100/35516,,NRS,ROT20170120_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35517,102.100.100/35517,,NRS,ROT20170120_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35518,102.100.100/35518,,NRS,ROT20170120_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35519,102.100.100/35519,,NRS,ROT20170120_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35520,102.100.100/35520,,NRS,ROT20170303_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35521,102.100.100/35521,,NRS,ROT20170303_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35522,102.100.100/35522,,NRS,ROT20170303_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35523,102.100.100/35523,,NRS,ROT20170303_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35524,102.100.100/35524,,NRS,ROT20170303_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35525,102.100.100/35525,,NRS,ROT20170303_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35526,102.100.100/35526,,NRS,ROT20170331_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35527,102.100.100/35527,,NRS,ROT20170331_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35528,102.100.100/35528,,NRS,ROT20170331_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35529,102.100.100/35529,,NRS,ROT20170331_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35530,102.100.100/35530,,NRS,ROT20170331_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35531,102.100.100/35531,,NRS,ROT20170331_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35532,102.100.100/35532,,NRS,ROT20170407_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35533,102.100.100/35533,,NRS,ROT20170407_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35534,102.100.100/35534,,NRS,ROT20170407_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35535,102.100.100/35535,,NRS,ROT20170407_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35536,102.100.100/35536,,NRS,ROT20170407_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35537,102.100.100/35537,,NRS,ROT20170407_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35538,102.100.100/35538,,NRS,ROT20170428_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35539,102.100.100/35539,,NRS,ROT20170428_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35540,102.100.100/35540,,NRS,ROT20170428_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35541,102.100.100/35541,,NRS,ROT20170428_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35542,102.100.100/35542,,NRS,ROT20170428_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35543,102.100.100/35543,,NRS,ROT20170428_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35544,102.100.100/35544,,NRS,ROT20170523_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35545,102.100.100/35545,,NRS,ROT20170523_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35546,102.100.100/35546,,NRS,ROT20170523_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35547,102.100.100/35547,,NRS,ROT20170523_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35548,102.100.100/35548,,NRS,ROT20170523_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35549,102.100.100/35549,,NRS,ROT20170523_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35550,102.100.100/35550,,NRS,ROT20170626_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35551,102.100.100/35551,,NRS,ROT20170626_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35552,102.100.100/35552,,NRS,ROT20170626_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35553,102.100.100/35553,,NRS,ROT20170626_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35554,102.100.100/35554,,NRS,ROT20170626_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/35555,102.100.100/35555,,NRS,ROT20170626_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139802,102.100.100/139802,349,NRS,ROT20170802_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405081,102.100.100/405081,409,NRS,ROT20170802_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139874,102.100.100/139874,433,NRS,ROT20170802_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139964,102.100.100/139964,350,NRS,ROT20170802_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139803,102.100.100/139803,606,NRS,ROT20171214_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405082,102.100.100/405082,885,NRS,ROT20171214_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141190,102.100.100/141190,830,NRS,ROT20171214_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139965,102.100.100/139965,630,NRS,ROT20171214_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139804,102.100.100/139804,607,NRS,ROT20180125_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141191,102.100.100/141191,831,NRS,ROT20180125_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139966,102.100.100/139966,631,NRS,ROT20180125_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139805,102.100.100/139805,608,NRS,ROT20180221_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405083,102.100.100/405083,832,NRS,ROT20180221_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141192,102.100.100/141192,891,NRS,ROT20180221_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139967,102.100.100/139967,632,NRS,ROT20180221_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139806,102.100.100/139806,355,NRS,ROT20180511_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405084,102.100.100/405084,408,NRS,ROT20180511_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139875,102.100.100/139875,436,NRS,ROT20180511_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139968,102.100.100/139968,356,NRS,ROT20180511_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139807,102.100.100/139807,353,NRS,ROT20180620_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139876,102.100.100/139876,438,NRS,ROT20180620_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141294,102.100.100/141294,410,NRS,ROT20180620_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139969,102.100.100/139969,354,NRS,ROT20180620_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139808,102.100.100/139808,351,NRS,ROT20180719_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405085,102.100.100/405085,411,NRS,ROT20180719_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139877,102.100.100/139877,441,NRS,ROT20180719_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139970,102.100.100/139970,352,NRS,ROT20180719_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139809,102.100.100/139809,359,NRS,ROT20180727_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405086,102.100.100/405086,412,NRS,ROT20180727_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139878,102.100.100/139878,427,NRS,ROT20180727_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139971,102.100.100/139971,360,NRS,ROT20180727_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139810,102.100.100/139810,361,NRS,ROT20180831_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405087,102.100.100/405087,413,NRS,ROT20180831_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139879,102.100.100/139879,431,NRS,ROT20180831_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139972,102.100.100/139972,362,NRS,ROT20180831_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139811,102.100.100/139811,357,NRS,ROT20180921_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405088,102.100.100/405088,414,NRS,ROT20180921_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139880,102.100.100/139880,444,NRS,ROT20180921_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139973,102.100.100/139973,358,NRS,ROT20180921_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139812,102.100.100/139812,522,NRS,ROT20181024_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141193,102.100.100/141193,789,NRS,ROT20181024_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139974,102.100.100/139974,532,NRS,ROT20181024_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139813,102.100.100/139813,512,NRS,ROT20181130_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405089,102.100.100/405089,793,NRS,ROT20181130_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141295,102.100.100/141295,795,NRS,ROT20181130_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139975,102.100.100/139975,533,NRS,ROT20181130_46,2,,,,-9999,-9999,-9999,-9999,1
