sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/35421,102.100.100/35421,,NRS,MAI20170412_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35422,102.100.100/35422,,NRS,MAI20170412_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35423,102.100.100/35423,,NRS,MAI20170412_85,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35424,102.100.100/35424,,NRS,MAI20170601_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35425,102.100.100/35425,,NRS,MAI20170601_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35426,102.100.100/35426,,NRS,MAI20170601_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35427,102.100.100/35427,,NRS,MAI20170601_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35428,102.100.100/35428,,NRS,MAI20170601_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35429,102.100.100/35429,,NRS,MAI20170601_85,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35430,102.100.100/35430,,NRS,MAI20170626_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35431,102.100.100/35431,,NRS,MAI20170626_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35432,102.100.100/35432,,NRS,MAI20170626_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35433,102.100.100/35433,,NRS,MAI20170626_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35434,102.100.100/35434,,NRS,MAI20170626_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35435,102.100.100/35435,,NRS,MAI20170626_85,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35436,102.100.100/35436,,NRS,MAI20170801_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35437,102.100.100/35437,,NRS,MAI20170801_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35438,102.100.100/35438,,NRS,MAI20170801_20,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35439,102.100.100/35439,,NRS,MAI20170801_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35440,102.100.100/35440,,NRS,MAI20170801_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/35441,102.100.100/35441,,NRS,MAI20170801_85,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/139727,102.100.100/139727,37,NRS,MAI20170921_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139859,102.100.100/139859,38,NRS,MAI20170921_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402959,102.100.100/402959,39,NRS,MAI20170921_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139889,102.100.100/139889,40,NRS,MAI20170921_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139728,102.100.100/139728,673,NRS,MAI20170921_85,1.9,,,,-9999,-9999,-9999,-9999,1
102.100.100/139860,102.100.100/139860,53,NRS,MAI20171015_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141236,102.100.100/141236,54,NRS,MAI20171015_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402960,102.100.100/402960,55,NRS,MAI20171015_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139890,102.100.100/139890,672,NRS,MAI20171015_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139729,102.100.100/139729,61,NRS,MAI20171123_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139861,102.100.100/139861,62,NRS,MAI20171123_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402961,102.100.100/402961,63,NRS,MAI20171123_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139891,102.100.100/139891,583,NRS,MAI20171123_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139730,102.100.100/139730,49,NRS,MAI20171217_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139862,102.100.100/139862,50,NRS,MAI20171217_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402962,102.100.100/402962,51,NRS,MAI20171217_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139892,102.100.100/139892,674,NRS,MAI20171217_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139731,102.100.100/139731,65,NRS,MAI20180116_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139863,102.100.100/139863,66,NRS,MAI20180116_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402963,102.100.100/402963,67,NRS,MAI20180116_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139893,102.100.100/139893,584,NRS,MAI20180116_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139732,102.100.100/139732,57,NRS,MAI20180301_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402954,102.100.100/402954,58,NRS,MAI20180301_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139864,102.100.100/139864,59,NRS,MAI20180301_50,1,,,,-9999,-9999,-9999,-9999,1
102.100.100/139894,102.100.100/139894,585,NRS,MAI20180301_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139733,102.100.100/139733,45,NRS,MAI20180315_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402955,102.100.100/402955,46,NRS,MAI20180315_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139865,102.100.100/139865,47,NRS,MAI20180315_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139895,102.100.100/139895,540,NRS,MAI20180315_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139734,102.100.100/139734,41,NRS,MAI20180418_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402956,102.100.100/402956,42,NRS,MAI20180418_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139866,102.100.100/139866,43,NRS,MAI20180418_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139896,102.100.100/139896,548,NRS,MAI20180418_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139735,102.100.100/139735,33,NRS,MAI20180605_0,1.5,,,,-9999,-9999,-9999,-9999,1
102.100.100/402957,102.100.100/402957,34,NRS,MAI20180605_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139867,102.100.100/139867,36,NRS,MAI20180605_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139897,102.100.100/139897,554,NRS,MAI20180605_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139736,102.100.100/139736,25,NRS,MAI20180627_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402958,102.100.100/402958,26,NRS,MAI20180627_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139868,102.100.100/139868,28,NRS,MAI20180627_75,1.8,,,,-9999,-9999,-9999,-9999,1
102.100.100/139898,102.100.100/139898,555,NRS,MAI20180627_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139737,102.100.100/139737,1,NRS,MAI20180711_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139869,102.100.100/139869,4,NRS,MAI20180711_75,1.85,,,,-9999,-9999,-9999,-9999,1
102.100.100/139899,102.100.100/139899,586,NRS,MAI20180711_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139738,102.100.100/139738,5,NRS,MAI20180919_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139870,102.100.100/139870,6,NRS,MAI20180919_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139900,102.100.100/139900,559,NRS,MAI20180919_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139739,102.100.100/139739,21,NRS,MAI20181018_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139901,102.100.100/139901,570,NRS,MAI20181018_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139740,102.100.100/139740,9,NRS,MAI20181204_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139902,102.100.100/139902,588,NRS,MAI20181204_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139741,102.100.100/139741,29,NRS,MAI20190106_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139903,102.100.100/139903,560,NRS,MAI20190106_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139742,102.100.100/139742,363,NRS,MAI20190320_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139904,102.100.100/139904,561,NRS,MAI20190320_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141133,102.100.100/141133,1091,NRS,MAI20190430_0,2,,WARNING: Storage or transport conditions compromised | stored at -20 for 6 months with a 24 hr power outage during this time,,-9999,-9999,-9999,-9999,1
102.100.100/141237,102.100.100/141237,1092,NRS,MAI20190430_20,2,,WARNING: Storage or transport conditions compromised | stored at -20 for 6 months with a 24 hr power outage during this time,,-9999,-9999,-9999,-9999,1
102.100.100/139905,102.100.100/139905,558,NRS,MAI20190430_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139743,102.100.100/139743,13,NRS,MAI20190624_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141238,102.100.100/141238,14,NRS,MAI20190624_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139906,102.100.100/139906,553,NRS,MAI20190624_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139744,102.100.100/139744,505,NRS,MAI20190731_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139907,102.100.100/139907,562,NRS,MAI20190731_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139745,102.100.100/139745,506,NRS,MAI20190828_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141239,102.100.100/141239,704,NRS,MAI20190828_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139908,102.100.100/139908,563,NRS,MAI20190828_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139746,102.100.100/139746,602,NRS,MAI20190925_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141240,102.100.100/141240,973,NRS,MAI20190925_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139909,102.100.100/139909,619,NRS,MAI20190925_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139747,102.100.100/139747,507,NRS,MAI20191015_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141241,102.100.100/141241,707,NRS,MAI20191015_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139910,102.100.100/139910,587,NRS,MAI20191015_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139748,102.100.100/139748,508,NRS,MAI20191121_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141242,102.100.100/141242,722,NRS,MAI20191121_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139911,102.100.100/139911,547,NRS,MAI20191121_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139749,102.100.100/139749,509,NRS,MAI20191210_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141243,102.100.100/141243,725,NRS,MAI20191210_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139912,102.100.100/139912,564,NRS,MAI20191210_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139751,102.100.100/139751,603,NRS,MAI20200106_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139913,102.100.100/139913,620,NRS,MAI20200106_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139750,102.100.100/139750,604,NRS,MAI20200223_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141244,102.100.100/141244,1010,NRS,MAI20200223_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141174,102.100.100/141174,605,NRS,MAI20200223_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141134,102.100.100/141134,1077,NRS,MAI20200526_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141245,102.100.100/141245,1095,NRS,MAI20200526_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141175,102.100.100/141175,1098,NRS,MAI20200526_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141135,102.100.100/141135,1099,NRS,MAI20200628_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141246,102.100.100/141246,1102,NRS,MAI20200628_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141176,102.100.100/141176,1104,NRS,MAI20200628_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141136,102.100.100/141136,1105,NRS,MAI20200810_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402964,102.100.100/402964,1107,NRS,MAI20200810_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402975,102.100.100/402975,1108,NRS,MAI20200810_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141247,102.100.100/141247,1109,NRS,MAI20200810_75,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141177,102.100.100/141177,1110,NRS,MAI20200810_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141137,102.100.100/141137,1111,NRS,MAI20200909_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402965,102.100.100/402965,1113,NRS,MAI20200909_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400709,102.100.100/400709,1114,NRS,MAI20200909_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141178,102.100.100/141178,1116,NRS,MAI20200909_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141138,102.100.100/141138,1117,NRS,MAI20200928_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400710,102.100.100/400710,1118,NRS,MAI20200928_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402966,102.100.100/402966,1119,NRS,MAI20200928_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402976,102.100.100/402976,1120,NRS,MAI20200928_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141179,102.100.100/141179,1122,NRS,MAI20200928_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141139,102.100.100/141139,1189,NRS,MAI20201020_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400711,102.100.100/400711,1190,NRS,MAI20201020_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402967,102.100.100/402967,1191,NRS,MAI20201020_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402977,102.100.100/402977,1192,NRS,MAI20201020_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141180,102.100.100/141180,1194,NRS,MAI20201020_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141248,102.100.100/141248,1219,NRS,MAI20201118_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400712,102.100.100/400712,1220,NRS,MAI20201118_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402968,102.100.100/402968,1221,NRS,MAI20201118_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402978,102.100.100/402978,1222,NRS,MAI20201118_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141249,102.100.100/141249,1224,NRS,MAI20201118_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141251,102.100.100/141251,1213,NRS,MAI20210106_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400713,102.100.100/400713,1214,NRS,MAI20210106_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402969,102.100.100/402969,1215,NRS,MAI20210106_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402979,102.100.100/402979,1216,NRS,MAI20210106_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141250,102.100.100/141250,1218,NRS,MAI20210106_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141252,102.100.100/141252,1225,NRS,MAI20210215_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400714,102.100.100/400714,1226,NRS,MAI20210215_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402970,102.100.100/402970,1227,NRS,MAI20210215_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402980,102.100.100/402980,1228,NRS,MAI20210215_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141253,102.100.100/141253,1230,NRS,MAI20210215_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400654,102.100.100/400654,1637,NRS,MAI20210329_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400675,102.100.100/400675,1638,NRS,MAI20210329_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402971,102.100.100/402971,1639,NRS,MAI20210329_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402981,102.100.100/402981,1640,NRS,MAI20210329_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400676,102.100.100/400676,1642,NRS,MAI20210329_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400655,102.100.100/400655,1631,NRS,MAI20210428_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400677,102.100.100/400677,1632,NRS,MAI20210428_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402972,102.100.100/402972,1633,NRS,MAI20210428_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402982,102.100.100/402982,1634,NRS,MAI20210428_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400678,102.100.100/400678,1636,NRS,MAI20210428_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400656,102.100.100/400656,1560,NRS,MAI20210531_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400679,102.100.100/400679,1561,NRS,MAI20210531_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402973,102.100.100/402973,1562,NRS,MAI20210531_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402983,102.100.100/402983,1563,NRS,MAI20210531_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400680,102.100.100/400680,1565,NRS,MAI20210531_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400657,102.100.100/400657,1554,NRS,MAI20210625_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400681,102.100.100/400681,1555,NRS,MAI20210625_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402974,102.100.100/402974,1556,NRS,MAI20210625_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402984,102.100.100/402984,1557,NRS,MAI20210625_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400682,102.100.100/400682,1559,NRS,MAI20210625_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400658,102.100.100/400658,1602,NRS,MAI20210809_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402985,102.100.100/402985,1604,NRS,MAI20210809_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402996,102.100.100/402996,1605,NRS,MAI20210809_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400683,102.100.100/400683,1607,NRS,MAI20210809_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400659,102.100.100/400659,1693,NRS,MAI20210831_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402986,102.100.100/402986,1695,NRS,MAI20210831_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402997,102.100.100/402997,1696,NRS,MAI20210831_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400684,102.100.100/400684,1698,NRS,MAI20210831_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400759,102.100.100/400759,1915,NRS,MAI20210916_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402987,102.100.100/402987,1917,NRS,MAI20210916_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402998,102.100.100/402998,1918,NRS,MAI20210916_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400760,102.100.100/400760,1920,NRS,MAI20210916_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400761,102.100.100/400761,1921,NRS,MAI20211031_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402988,102.100.100/402988,1923,NRS,MAI20211031_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402999,102.100.100/402999,1924,NRS,MAI20211031_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400762,102.100.100/400762,1926,NRS,MAI20211031_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400793,102.100.100/400793,1834,NRS,MAI20211116_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402989,102.100.100/402989,1836,NRS,MAI20211116_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403000,102.100.100/403000,1852,NRS,MAI20211116_50,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400764,102.100.100/400764,1854,NRS,MAI20211116_85,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400822,102.100.100/400822,1964,NRS,MAI20211214_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402990,102.100.100/402990,2077,NRS,MAI20211214_20,2,,,,-9999,-9999,-9999,-9999,1
